stop_id,stop_code,stop_name,stop_desc,stop_lon,stop_lat,zone_id,stop_url,location_type,parent_station,stop_timezone,level_id,wheelchair_boarding,platform_code
IDFM:monomodalStopPlace:46689,,Viroflay Rive Droite,,2.1676545647835206,48.805472581494975,,,0,IDFM:422420,,,0,
IDFM:monomodalStopPlace:46647,,Achères Ville,,2.0777265246565433,48.970643570814424,,,0,IDFM:73604,,,0,
IDFM:monomodalStopPlace:474069,,Lozère,,2.212717641845953,48.705912413627026,,,0,IDFM:63029,,,0,
IDFM:monomodalStopPlace:474082,,Noisy-le-Grand - Mont d'Est,,2.550026754158765,48.84088525041221,,,0,IDFM:412697,,,0,
IDFM:monomodalStopPlace:45102,,Châtelet les Halles,,2.34697651043533,48.86174503191322,,,0,IDFM:474151,,,0,
IDFM:monomodalStopPlace:46736,,Dammartin - Juilly - Saint-Mard,,2.699046819624294,49.03215183565455,,,0,IDFM:69254,,,0,
IDFM:monomodalStopPlace:46731,,Compans,,2.6649599355374893,48.99132968756663,,,0,IDFM:69136,,,0,
IDFM:monomodalStopPlace:46725,,Villeparisis - Mitry-le-Neuf,,2.603220561532749,48.95316214687084,,,0,IDFM:68916,,,0,
IDFM:monomodalStopPlace:45067,,Villeneuve-Saint-Georges,,2.446304786739812,48.730080267741016,,,0,IDFM:69568,,,0,
IDFM:monomodalStopPlace:46850,,Montfort-l'Amaury - Méré,,1.8158352700699214,48.802662371849536,,,0,IDFM:63955,,,0,
IDFM:monomodalStopPlace:47901,,Le Raincy - Villemomble - Montfermeil,,2.5130610056844116,48.8888544132907,,,0,IDFM:73297,,,0,
IDFM:monomodalStopPlace:47900,,Val de Fontenay,,2.4890536307751616,48.85424654032024,,,0,IDFM:71718,,,0,
IDFM:monomodalStopPlace:47905,,Bouray,,2.2900778137432436,48.53290340283496,,,0,IDFM:59830,,,0,
IDFM:monomodalStopPlace:46857,,Beynes,,1.8755955719389825,48.860056612665424,,,0,IDFM:64338,,,0,
IDFM:monomodalStopPlace:47904,,Villabé,,2.461533386360794,48.592814943454,,,0,IDFM:60124,,,0,
IDFM:monomodalStopPlace:47903,,Garancières - La Queue,,1.7645793224017485,48.810463686279576,,,0,IDFM:64025,,,0,
IDFM:monomodalStopPlace:47909,,Melun,,2.65469836071817,48.527491277248295,,,0,IDFM:61926,,,0,
IDFM:monomodalStopPlace:47907,,Pont de Rungis Aéroport d'Orly,,2.373209854795934,48.74834625868034,,,0,IDFM:69677,,,0,
IDFM:monomodalStopPlace:47906,,Évry - Courcouronnes,,2.4300329095214526,48.62588794663492,,,0,IDFM:60450,,,0,
IDFM:monomodalStopPlace:47910,,Montereau,,2.942541935520315,48.37960363189276,,,0,IDFM:61414,,,0,
IDFM:monomodalStopPlace:47911,,Fontainebleau - Avon,,2.7267714287220346,48.416666098921,,,0,IDFM:61579,,,0,
IDFM:monomodalStopPlace:47914,,Longueville,,3.2501140784117886,48.513786141275986,,,0,IDFM:61858,,,0,
IDFM:monomodalStopPlace:47916,,Andrésy,,2.0486677678528,48.974620752632916,,,0,IDFM:65542,,,0,
IDFM:monomodalStopPlace:47915,,Achères Grand Cormier,,2.0936529195192275,48.95541092942684,,,0,IDFM:65190,,,0,
IDFM:monomodalStopPlace:473159,,Deuil - Montmagny,,2.338131209772398,48.975925703105524,,,0,IDFM:65562,,,0,
IDFM:monomodalStopPlace:47918,,Auvers-sur-Oise,,2.174916445478343,49.07034498316611,,,0,IDFM:67027,,,0,
IDFM:monomodalStopPlace:47917,,Angerville,,2.0037505317720075,48.311605620382146,,,0,IDFM:59403,,,0,
IDFM:monomodalStopPlace:47923,,Bécon les Bruyères,,2.268790065027107,48.90549079769296,,,0,IDFM:72124,,,0,
IDFM:monomodalStopPlace:47922,,Us,,1.9705444983242866,49.09955483034093,,,0,IDFM:67131,,,0,
IDFM:monomodalStopPlace:47921,,Orgerus - Béhoust,,1.7030300359022215,48.82662740630846,,,0,IDFM:64175,,,0,
IDFM:monomodalStopPlace:47920,,Ermont Halte,,2.26320025038274,48.990533377371726,,,0,IDFM:65910,,,0,
IDFM:monomodalStopPlace:47929,,Chanteloup-les-Vignes,,2.0276211497651646,48.97035707590211,,,0,IDFM:65443,,,0,
IDFM:monomodalStopPlace:47928,,Changis - Saint-Jean,,3.026089283734262,48.95916631326023,,,0,IDFM:68980,,,0,
IDFM:monomodalStopPlace:47927,,Gare de Chamarande,,2.2151562718541644,48.51405318948937,,,0,IDFM:59734,,,0,
IDFM:monomodalStopPlace:47925,,Breuillet - Bruyères-le-Châtel,,2.1922487394356454,48.57760979436327,,,0,IDFM:60028,,,0,
IDFM:monomodalStopPlace:47924,,Boussy-Saint-Antoine,,2.533195809235637,48.68087387117553,,,0,IDFM:62596,,,0,
IDFM:monomodalStopPlace:422065,,Le Val d'Or,,2.2165513289937904,48.85625374079433,,,0,IDFM:422067,,,0,
IDFM:monomodalStopPlace:47932,,Coignières,,1.9214184023981655,48.74374799338111,,,0,IDFM:63369,,,0,
IDFM:monomodalStopPlace:46886,,Maule,,1.8568974216555532,48.90932809474093,,,0,IDFM:64674,,,0,
IDFM:monomodalStopPlace:46884,,Mareil-sur-Mauldre,,1.8718488171877579,48.89302020567544,,,0,IDFM:64572,,,0,
IDFM:monomodalStopPlace:47930,,Chars,,1.936865953454158,49.16300140123273,,,0,IDFM:67352,,,0,
IDFM:monomodalStopPlace:47939,,La Norville - Saint-Germain-lès-Arpajon,,2.266215906699314,48.59111916474817,,,0,IDFM:60115,,,0,
IDFM:monomodalStopPlace:47935,,Houdan,,1.6021344463889766,48.79602555328117,,,0,IDFM:63893,,,0,
IDFM:monomodalStopPlace:47937,,L'Étang-la-Ville,,2.076893601882248,48.86818814962987,,,0,IDFM:73603,,,0,
IDFM:monomodalStopPlace:46897,,Meulan - Hardricourt,,1.9021289902435004,49.00581615609435,,,0,IDFM:66321,,,0,
IDFM:monomodalStopPlace:46801,,Boissy-l'Aillerie,,2.025386064104548,49.07572135804642,,,0,IDFM:67056,,,0,
IDFM:monomodalStopPlace:47946,,Presles - Courcelles,,2.2878509419549213,49.11367528279733,,,0,IDFM:67169,,,0,
IDFM:monomodalStopPlace:47948,,Ris-Orangis,,2.414997460834355,48.659057463386254,,,0,IDFM:60839,,,0,
IDFM:monomodalStopPlace:47949,,Santeuil - Le Perchay,,1.949406923865895,49.12334471123142,,,0,IDFM:67196,,,0,
IDFM:monomodalStopPlace:47940,,Massy - Verrières,,2.273978779055319,48.7349579552114,,,0,IDFM:63320,,,0,
IDFM:monomodalStopPlace:47942,,Mortcerf,,2.9074760676708205,48.789592035371314,,,0,IDFM:67805,,,0,
IDFM:monomodalStopPlace:47943,,Mouroux,,3.0430626039871616,48.813701725231546,,,0,IDFM:67944,,,0,
IDFM:monomodalStopPlace:47944,,Nézel - Aulnay,,1.8404153320794885,48.93882932493657,,,0,IDFM:64945,,,0,
IDFM:monomodalStopPlace:47959,,Tacoignières - Richebourg,,1.6686619019959739,48.829319654250604,,,0,IDFM:64194,,,0,
IDFM:monomodalStopPlace:47958,,Survilliers - Fosses,,2.525517836696695,49.09951161811565,,,0,IDFM:69450,,,0,
IDFM:monomodalStopPlace:47951,,Seugy,,2.3996583056293246,49.11912737513361,,,0,IDFM:67180,,,0,
IDFM:monomodalStopPlace:47952,,Saint-Chéron,,2.1249767315730463,48.550937745357075,,,0,IDFM:59882,,,0,
IDFM:monomodalStopPlace:47950,,Sermaise,,2.069088468619773,48.535687624993614,,,0,IDFM:59842,,,0,
IDFM:monomodalStopPlace:47955,,Saint-Ouen-l'Aumône Quartier de l'Église,,2.1034691329132857,49.03909361746138,,,0,IDFM:66731,,,0,
IDFM:monomodalStopPlace:47953,,Saint-Mammès,,2.816506976966753,48.38264713543743,,,0,IDFM:61423,,,0,
IDFM:monomodalStopPlace:47954,,Saint-Nom-la-Bretèche Forêt de Marly,,2.051299627156171,48.867096240827834,,,0,IDFM:64382,,,0,
IDFM:monomodalStopPlace:47968,,Les Noues,,2.477713962139221,49.03307204384692,,,0,IDFM:66650,,,0,
IDFM:monomodalStopPlace:47969,,Les Vallées,,2.2572045759752384,48.91365276270651,,,0,IDFM:72177,,,0,
IDFM:monomodalStopPlace:47964,,Vernouillet - Verneuil,,1.9829377621754614,48.981645855003116,,,0,IDFM:65691,,,0,
IDFM:monomodalStopPlace:46832,,Gazeran,,1.7731940021017505,48.62603010015844,,,0,IDFM:60454,,,0,
IDFM:monomodalStopPlace:47966,,Villennes-sur-Seine,,1.999557321396041,48.93983138477974,,,0,IDFM:64949,,,0,
IDFM:monomodalStopPlace:47967,,Vosves,,2.5994097381795305,48.51507609100275,,,0,IDFM:61850,,,0,
IDFM:monomodalStopPlace:47960,,Thieux - Nantouillet,,2.6802537675802913,49.00813565335945,,,0,IDFM:69196,,,0,
IDFM:monomodalStopPlace:47961,,Thomery,,2.764187149192088,48.39428183783365,,,0,IDFM:61480,,,0,
IDFM:monomodalStopPlace:47962,,Trilport,,2.949685912410061,48.96016915361593,,,0,IDFM:68984,,,0,
IDFM:monomodalStopPlace:47963,,Vaucelles,,2.2294526219892656,49.02172683988197,,,0,IDFM:66520,,,0,
IDFM:monomodalStopPlace:46847,,Gare de Villiers Neauphle Pontchartrain,,1.8775357849413559,48.81532337552301,,,0,IDFM:424296,,,0,
IDFM:monomodalStopPlace:473109,,Maisons-Laffitte,,2.1446722659338855,48.94574060746957,,,0,IDFM:65048,,,0,
IDFM:monomodalStopPlace:46990,,Saint-Cyr,,2.072712440765476,48.79877460471833,,,0,IDFM:73731,,,0,
IDFM:monomodalStopPlace:46975,,Issou - Porcheville,,1.7838404356830648,48.9793069192499,,,0,IDFM:65668,,,0,
IDFM:monomodalStopPlace:46984,,Bonnières,,1.5820546885594051,49.03882194566387,,,0,IDFM:66741,,,0,
IDFM:monomodalStopPlace:46926,,Triel-sur-Seine,,2.005709444143668,48.98141600700941,,,0,IDFM:463843,,,0,
IDFM:monomodalStopPlace:46902,,Thun le Paradis,,1.919170589720022,49.006673442207415,,,0,IDFM:66334,,,0,
IDFM:monomodalStopPlace:46965,,Mantes Station,,1.7151334567152097,48.98360892717879,,,0,IDFM:65770,,,0,
IDFM:monomodalStopPlace:412743,,Saint-Denis,,2.345479004987329,48.93482889939617,,,0,IDFM:72323,,,0,
IDFM:monomodalStopPlace:47205,,Guérard - La Celle-sur-Morin,,2.9538116993768355,48.81076877713248,,,0,IDFM:67924,,,0,
IDFM:monomodalStopPlace:47238,,Fontenay-sous-Bois,,2.463537806527943,48.8437885964859,,,0,IDFM:71630,,,0,
IDFM:monomodalStopPlace:43044,,Gagny,,2.5254046016945138,48.883728731604535,,,0,IDFM:73278,,,0,
IDFM:monomodalStopPlace:44514,,Porte de Clichy,,2.3159411535514716,48.894262568309564,,,0,IDFM:71545,,,0,
IDFM:monomodalStopPlace:44500,,Port Royal,,2.3371383995944486,48.840064350218256,,,0,IDFM:71106,,,0,
IDFM:monomodalStopPlace:44559,,Cergy Préfecture,,2.0797809490013073,49.036306683133965,,,0,IDFM:66696,,,0,
IDFM:monomodalStopPlace:47322,,Esbly,,2.809640025507793,48.902895083058525,,,0,IDFM:68653,,,0,
IDFM:monomodalStopPlace:47325,,Montry - Condé,,2.8256554095986797,48.891071946593115,,,0,IDFM:68582,,,0,
IDFM:monomodalStopPlace:47327,,Couilly - Saint-Germain - Quincy,,2.8541379702257133,48.8827095608886,,,0,IDFM:68505,,,0,
IDFM:monomodalStopPlace:48964,,Saint-Leu-la-Forêt,,2.2428869689226687,49.01523840177278,,,0,IDFM:66452,,,0,
IDFM:monomodalStopPlace:44411,,Pontoise,,2.0957859968423524,49.04673337596684,,,0,IDFM:66816,,,0,
IDFM:monomodalStopPlace:44493,,Bagneux,,2.3220087047421583,48.79333690627149,,,0,IDFM:70210,,,0,
IDFM:monomodalStopPlace:47412,,La Garenne-Colombes,,2.2397947530458273,48.90957685679064,,,0,IDFM:72148,,,0,
IDFM:monomodalStopPlace:47009,,Palaiseau,,2.24558429554376,48.71686524330362,,,0,IDFM:63175,,,0,
IDFM:monomodalStopPlace:47095,,Dourdan la Forêt,,1.996005688002604,48.53542058733677,,,0,IDFM:59843,,,0,
IDFM:monomodalStopPlace:47052,,Courcelle-sur-Yvette,,2.097722386795541,48.70131367727702,,,0,IDFM:62951,,,0,
IDFM:monomodalStopPlace:47046,,La Hacquinière,,2.1516106103390045,48.695299548452454,,,0,IDFM:62825,,,0,
IDFM:monomodalStopPlace:44787,,Rungis la Fraternelle,,2.3521980873905326,48.74021613668418,,,0,IDFM:69633,,,0,
IDFM:monomodalStopPlace:45860,,Grand Bourg,,2.4348387319350167,48.64880840591746,,,0,IDFM:73627,,,0,
IDFM:monomodalStopPlace:45877,,Gentilly,,2.340926830790754,48.815228092611335,,,0,IDFM:70543,,,0,
IDFM:monomodalStopPlace:45873,,Auber,,2.3296591495793595,48.872348840718196,,,0,IDFM:478926,,,0,
IDFM:monomodalStopPlace:45850,,Le Bras de Fer,,2.4520047548737254,48.623306397197155,,,0,IDFM:60422,,,0,
IDFM:monomodalStopPlace:45820,,Le Plessis Chenet,,2.4795222910084975,48.57358727886637,,,0,IDFM:60006,,,0,
IDFM:monomodalStopPlace:45824,,Le Coudray-Montceaux,,2.492424499497774,48.56619819315809,,,0,IDFM:59953,,,0,
IDFM:monomodalStopPlace:45804,,Livry-sur-Seine,,2.6789439431211646,48.510288065207455,,,0,IDFM:61826,,,0,
IDFM:monomodalStopPlace:45814,,Saint-Fargeau,,2.5426100742385285,48.56502608446919,,,0,IDFM:62172,,,0,
IDFM:monomodalStopPlace:45812,,Ponthierry - Pringy,,2.5445365646399507,48.535084951085466,,,0,IDFM:61976,,,0,
IDFM:monomodalStopPlace:411511,,Épernon,,1.6816723125024857,48.60508485349536,,,0,IDFM:411512,,,0,
IDFM:monomodalStopPlace:47119,,Bagneaux-sur-Loing,,2.7040329448732985,48.22938980618883,,,0,IDFM:61145,,,0,
IDFM:monomodalStopPlace:47118,,Souppes - Château-Landon,,2.7358697259911766,48.18117871674994,,,0,IDFM:61094,,,0,
IDFM:monomodalStopPlace:47115,,Saint-Martin d'Étampes,,2.145258831307165,48.42748765080825,,,0,IDFM:59531,,,0,
IDFM:monomodalStopPlace:47130,,Moret - Veneux-les-Sablons,,2.800462899908886,48.37789836789835,,,0,IDFM:61410,,,0,
IDFM:monomodalStopPlace:47136,,Vulaines-sur-Seine - Samoreau,,2.752898337073854,48.430461048527036,,,0,IDFM:61630,,,0,
IDFM:monomodalStopPlace:411501,,Saint-Piat,,1.5900733879453606,48.542555489100806,,,0,IDFM:411502,,,0,
IDFM:monomodalStopPlace:411504,,La Villette Saint-Prest,,1.5243665464960081,48.48257328597441,,,0,IDFM:411505,,,0,
IDFM:monomodalStopPlace:47125,,Montigny-sur-Loing,,2.738336123575285,48.33649861774928,,,0,IDFM:61327,,,0,
IDFM:monomodalStopPlace:411507,,Chartres,,1.4805376543356368,48.44815728195019,,,0,IDFM:411508,,,0,
IDFM:monomodalStopPlace:47124,,Bourron-Marlotte - Grez,,2.6918764214147592,48.332451033464054,,,0,IDFM:61318,,,0,
IDFM:monomodalStopPlace:47199,,Faremoutiers - Pommeuse,,2.9932738165708552,48.80853544410162,,,0,IDFM:67917,,,0,
IDFM:monomodalStopPlace:47187,,Verneuil-l'Étang,,2.825083962015835,48.64438940351837,,,0,IDFM:62471,,,0,
IDFM:monomodalStopPlace:47184,,Mormant,,2.88807855133882,48.61409277056721,,,0,IDFM:62351,,,0,
IDFM:monomodalStopPlace:47181,,Provins,,3.302334202203228,48.55553092379296,,,0,IDFM:62139,,,0,
IDFM:monomodalStopPlace:46007,,La Croix de Berny,,2.3042107053612133,48.76171816323692,,,0,IDFM:69813,,,0,
IDFM:monomodalStopPlace:47158,,Nangis,,3.0121779578254295,48.5617195064875,,,0,IDFM:62168,,,0,
IDFM:monomodalStopPlace:47145,,Héricy,,2.7607507689116346,48.44272124429534,,,0,IDFM:61658,,,0,
IDFM:monomodalStopPlace:47171,,Sainte-Colombe Septveilles,,3.2553403241826864,48.52915312687445,,,0,IDFM:61961,,,0,
IDFM:monomodalStopPlace:47174,,Champbenoist Poigny,,3.2866300417033125,48.54520762505785,,,0,IDFM:62064,,,0,
IDFM:monomodalStopPlace:46035,,Chemin d'Antony,,2.3126496863919335,48.747936542587276,,,0,IDFM:69682,,,0,
IDFM:monomodalStopPlace:44602,,Versailles Rive Droite,,2.1368871000602927,48.80949051640336,,,0,IDFM:64021,,,0,
IDFM:monomodalStopPlace:44628,,Louvres,,2.5018113143714777,49.04933726826723,,,0,IDFM:69300,,,0,
IDFM:monomodalStopPlace:45763,,Boissise-le-Roi,,2.57179291425262,48.52985734002498,,,0,IDFM:61943,,,0,
IDFM:monomodalStopPlace:45761,,Moulin Galant,,2.473444919964576,48.58688228073328,,,0,IDFM:60084,,,0,
IDFM:monomodalStopPlace:45771,,Combs-la-Ville - Quincy,,2.5476998823085504,48.667819721800015,,,0,IDFM:62558,,,0,
IDFM:monomodalStopPlace:45784,,Le Mée,,2.6255537322060074,48.538746730738936,,,0,IDFM:62003,,,0,
IDFM:monomodalStopPlace:411488,,Ferrières - Fontenay,,2.7720920761530037,48.09588996416835,,,0,IDFM:411489,,,0,
IDFM:monomodalStopPlace:411492,,Dreux,,1.3704314171005363,48.731106368847485,,,0,IDFM:411493,,,0,
IDFM:monomodalStopPlace:411498,,Jouy,,1.5573780613685342,48.509921715910615,,,0,IDFM:411499,,,0,
IDFM:monomodalStopPlace:411495,,Marchezais - Broué,,1.5135715190299066,48.76839076858962,,,0,IDFM:411496,,,0,
IDFM:monomodalStopPlace:411479,,Laroche - Migennes,,3.5126763134529835,47.96107924372578,,,0,IDFM:411480,,,0,
IDFM:monomodalStopPlace:45735,,Vigneux-sur-Seine,,2.413499342148242,48.70808932141768,,,0,IDFM:63071,,,0,
IDFM:monomodalStopPlace:45739,,Juvisy,,2.383334629403869,48.68970940912314,,,0,IDFM:478505,,,0,
IDFM:monomodalStopPlace:411482,,Montargis,,2.743201130533139,48.00669739961254,,,0,IDFM:411483,,,0,
IDFM:monomodalStopPlace:411485,,Malesherbes,,2.4010364417288774,48.293633291470464,,,0,IDFM:411486,,,0,
IDFM:monomodalStopPlace:45745,,Évry - Val de Seine,,2.4523091616356028,48.63439299320402,,,0,IDFM:60522,,,0,
IDFM:monomodalStopPlace:411467,,Joigny,,3.393667054376571,47.973655686300866,,,0,IDFM:411468,,,0,
IDFM:monomodalStopPlace:411476,,Villeneuve-sur-Yonne,,3.2865046950805197,48.085206695756156,,,0,IDFM:411477,,,0,
IDFM:monomodalStopPlace:411473,,Saint-Julien du Sault,,3.302762450780337,48.02662402302481,,,0,IDFM:411474,,,0,
IDFM:monomodalStopPlace:411455,,Étigny - Véron,,3.2900826338816094,48.13765030143217,,,0,IDFM:411456,,,0,
IDFM:monomodalStopPlace:411458,,Pont-sur-Yonne,,3.201822135556628,48.286200143295794,,,0,IDFM:411459,,,0,
IDFM:monomodalStopPlace:45759,,Essonnes Robinson,,2.463295818844443,48.60581740091332,,,0,IDFM:422776,,,0,
IDFM:monomodalStopPlace:411464,,Villeneuve-la-Guyard,,3.0720201061041963,48.34261875935412,,,0,IDFM:411465,,,0,
IDFM:monomodalStopPlace:411461,,Champigny-sur-Yonne,,3.130154840410363,48.32421062271411,,,0,IDFM:411462,,,0,
IDFM:monomodalStopPlace:45705,,Musée d'Orsay,,2.326623034830927,48.860365575927474,,,0,IDFM:71269,,,0,
IDFM:monomodalStopPlace:46163,,Le Blanc-Mesnil,,2.4753884360764298,48.93230698220945,,,0,IDFM:72648,,,0,
IDFM:monomodalStopPlace:411428,,Chantilly - Gouvieux,,2.4595159140085237,49.187030004663995,,,0,IDFM:411429,,,0,
IDFM:monomodalStopPlace:47684,,Montgeron - Crosne,,2.461377446437224,48.70871108366713,,,0,IDFM:63072,,,0,
IDFM:monomodalStopPlace:411418,,La Borne Blanche,,2.5069908684194053,49.1261949449139,,,0,IDFM:411419,,,0,
IDFM:monomodalStopPlace:411421,,Orry-la-Ville - Coye,,2.489862086302069,49.13840546145438,,,0,IDFM:411422,,,0,
IDFM:monomodalStopPlace:411449,,Voves,,1.6220416259899684,48.27503094784323,,,0,IDFM:411450,,,0,
IDFM:monomodalStopPlace:411446,,Bonneval,,1.3862711811788562,48.186422216965354,,,0,IDFM:411447,,,0,
IDFM:monomodalStopPlace:47669,,Lieusaint - Moissy,,2.569507070898012,48.62833648393033,,,0,IDFM:62412,,,0,
IDFM:monomodalStopPlace:47665,,Savigny-le-Temple - Nandy,,2.5839359760934313,48.59548998563483,,,0,IDFM:62290,,,0,
IDFM:monomodalStopPlace:411452,,Sens,,3.2673805413803247,48.19822559869753,,,0,IDFM:411453,,,0,
IDFM:monomodalStopPlace:411443,,Châteaudun,,1.3384330021828876,48.073492940832686,,,0,IDFM:411444,,,0,
IDFM:monomodalStopPlace:411440,,Creil,,2.46892902764167,49.264185555044406,,,0,IDFM:411441,,,0,
IDFM:monomodalStopPlace:411405,,Le Plessis-Belleville,,2.745036686332378,49.09632467804431,,,0,IDFM:411406,,,0,
IDFM:monomodalStopPlace:411387,,Ormoy-Villers,,2.8379866073485736,49.20071099536894,,,0,IDFM:411388,,,0,
IDFM:monomodalStopPlace:411381,,Chézy-sur-Marne,,3.3644154018991057,48.99188251331995,,,0,IDFM:411382,,,0,
IDFM:monomodalStopPlace:411384,,Nogent-L'Artaud - Charly,,3.3228476502480797,48.96871609894733,,,0,IDFM:411385,,,0,
IDFM:monomodalStopPlace:411378,,Château-Thierry,,3.409522741444065,49.037933505433955,,,0,IDFM:411379,,,0,
IDFM:monomodalStopPlace:411390,,Nanteuil-le-Haudouin,,2.7941647655566535,49.14251123380041,,,0,IDFM:411391,,,0,
IDFM:monomodalStopPlace:411396,,Crépy-en-Valois,,2.8880999806451184,49.23108254935135,,,0,IDFM:411397,,,0,
IDFM:monomodalStopPlace:411342,,Liancourt-Saint-Pierre,,1.9054790812050526,49.22054256178432,,,0,IDFM:411343,,,0,
IDFM:monomodalStopPlace:47770,,Garches - Marnes-la-Coquette,,2.187092668770097,48.838254440887944,,,0,IDFM:70713,,,0,
IDFM:monomodalStopPlace:411338,,Trie-Château,,1.818497020989674,49.2824007109848,,,0,IDFM:411339,,,0,
IDFM:monomodalStopPlace:47767,,Sèvres - Ville-d'Avray,,2.2007294495659546,48.827253206930806,,,0,IDFM:70686,,,0,
IDFM:monomodalStopPlace:411348,,Lavilletertre,,1.9205792747729,49.20238205277644,,,0,IDFM:411349,,,0,
IDFM:monomodalStopPlace:411345,,Chaumont-en-Vexin,,1.8732362595841847,49.26118959499568,,,0,IDFM:411346,,,0,
IDFM:monomodalStopPlace:411362,,Bueil,,1.4434975696537509,48.92527105599798,,,0,IDFM:411363,,,0,
IDFM:monomodalStopPlace:411365,,Évreux Normandie,,1.1498558322259897,49.01841486817869,,,0,IDFM:411366,,,0,
IDFM:monomodalStopPlace:411372,,La Ferté-Milon,,3.1206754069517184,49.17963214095126,,,0,IDFM:411373,,,0,
IDFM:monomodalStopPlace:411375,,Mareuil-sur-Ourcq,,3.0754989980809686,49.135381005893805,,,0,IDFM:411376,,,0,
IDFM:monomodalStopPlace:45493,,Pont Cardinet,,2.312950431098551,48.88839532721545,,,0,IDFM:71475,,,0,
IDFM:monomodalStopPlace:462901,,Ozoir-la-Ferrière,,2.690116190500944,48.77076716837013,,,0,IDFM:462934,,,0,
IDFM:monomodalStopPlace:46286,,Créteil Pompadour,,2.435315840251248,48.771254072297346,,,0,IDFM:69950,,,0,
IDFM:monomodalStopPlace:46222,,Vert Galant,,2.5663968806983126,48.944091645418105,,,0,IDFM:73482,,,0,
IDFM:monomodalStopPlace:411329,,Saint-Leu-d'Esserent,,2.417071454431694,49.21379460642065,,,0,IDFM:411330,,,0,
IDFM:monomodalStopPlace:411326,,Précy-sur-Oise,,2.377341204610025,49.20347714232073,,,0,IDFM:411327,,,0,
IDFM:monomodalStopPlace:411332,,Boran-sur-Oise,,2.362237794019318,49.16664871633883,,,0,IDFM:411333,,,0,
IDFM:monomodalStopPlace:411317,,Beauvais,,2.08834582322506,49.426247411392204,,,0,IDFM:411318,,,0,
IDFM:monomodalStopPlace:47790,,Bougival,,2.132028029856739,48.85379323051655,,,0,IDFM:64301,,,0,
IDFM:monomodalStopPlace:46299,,Orly Ville,,2.4030548924063897,48.74163230680523,,,0,IDFM:69639,,,0,
IDFM:monomodalStopPlace:46298,,Les Saules,,2.4174549898851208,48.74520105223681,,,0,IDFM:69662,,,0,
IDFM:monomodalStopPlace:47874,,Poissy,,2.040804469960689,48.93324983956547,,,0,IDFM:64883,,,0,
IDFM:monomodalStopPlace:47875,,Argenteuil,,2.257913508915154,48.9468952901277,,,0,IDFM:65063,,,0,
IDFM:monomodalStopPlace:47876,,Goussainville,,2.4625658079312593,49.02341075826703,,,0,IDFM:66535,,,0,
IDFM:monomodalStopPlace:48489,,Orangis Bois de l'Épine,,2.40769076622141,48.6363396147683,,,0,IDFM:60542,,,0,
IDFM:monomodalStopPlace:47877,,Rosny-sous-Bois,,2.4857557993217947,48.87007067367753,,,0,IDFM:71935,,,0,
IDFM:monomodalStopPlace:47878,,Parc des Expositions,,2.5145512908225953,48.97356812654279,,,0,IDFM:73568,,,0,
IDFM:monomodalStopPlace:47879,,Neuville Université,,2.078348820578231,49.01374275942672,,,0,IDFM:66436,,,0,
IDFM:monomodalStopPlace:47898,,Ermont - Eaubonne,,2.2707541014797794,48.98049890628609,,,0,IDFM:65669,,,0,
IDFM:monomodalStopPlace:47899,,Mennecy,,2.4319348900260658,48.57054850948166,,,0,IDFM:59984,,,0,
IDFM:monomodalStopPlace:47894,,Crécy-la-Chapelle,,2.905450103333207,48.859557101380915,,,0,IDFM:68293,,,0,
IDFM:monomodalStopPlace:47895,,Boutigny,,2.3767454804181263,48.43442542513416,,,0,IDFM:59565,,,0,
IDFM:monomodalStopPlace:47897,,Cergy Saint-Christophe,,2.0345219282999176,49.049642166828754,,,0,IDFM:66858,,,0,
IDFM:monomodalStopPlace:47882,,Épône - Mézières,,1.809133387838305,48.96340497197892,,,0,IDFM:65326,,,0,
IDFM:monomodalStopPlace:47881,,Les Mureaux,,1.9134674211236111,48.99259097971094,,,0,IDFM:65994,,,0,
IDFM:monomodalStopPlace:47880,,La Celle-Saint-Cloud,,2.138236726142033,48.84262523059504,,,0,IDFM:64251,,,0,
IDFM:monomodalStopPlace:47889,,Saint-Rémy-lès-Chevreuse,,2.071385742904064,48.702732696472715,,,0,IDFM:62978,,,0,
IDFM:monomodalStopPlace:47888,,Gif-sur-Yvette,,2.136467766743371,48.69816908612799,,,0,IDFM:62890,,,0,
IDFM:monomodalStopPlace:47885,,Plaisir - Grignon,,1.943537514733802,48.831926089228816,,,0,IDFM:64199,,,0,
IDFM:monomodalStopPlace:47886,,Nogent-sur-Marne,,2.471683791180998,48.834306538503405,,,0,IDFM:71590,,,0,
IDFM:monomodalStopPlace:47883,,Chaville - Vélizy,,2.1834187943404744,48.79968116446791,,,0,IDFM:69487,,,0,
IDFM:monomodalStopPlace:47884,,Fontenay-le-Fleury,,2.0407045118857456,48.807273444277804,,,0,IDFM:63999,,,0,
IDFM:monomodalStopPlace:46304,,Villeneuve Triage,,2.438697833840877,48.744611139140474,,,0,IDFM:69671,,,0,
IDFM:monomodalStopPlace:46307,,Villeneuve-le-Roi,,2.426423645047488,48.73968685807613,,,0,IDFM:69625,,,0,
IDFM:monomodalStopPlace:479059,,Rosny-sur-Seine,,1.6298170882272784,48.99751746396684,,,0,IDFM:66157,,,0,
IDFM:monomodalStopPlace:46366,,Ivry-sur-Seine,,2.391677280020743,48.8139591342409,,,0,IDFM:424396,,,0,
